time/iterations,time/time_elapsed,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range
1,1,-0.011402969,2048,1990,,,,,,,,,,,
2,2,0.2389941,4096,1701,0.20615750551223755,-0.0026823297601367814,0.0003,10,-2.838978686183691,0.016107702627778053,0.058904367784271015,0.0053991005,0.037109375,0.9992427825927734,0.2
3,3,-0.25160015,6144,1627,0.06019061803817749,-0.001607869799772743,0.0003,20,-2.8348709657788276,0.17523810267448425,0.3809047950198874,0.0037775422,0.030859375,0.9992454051971436,0.2
4,5,0.40210855,8192,1592,0.0807991623878479,-0.0034959618729772045,0.0003,30,-2.8393949188292025,0.515738844871521,1.0868545575998723,0.0051311934,0.0458984375,1.0021780729293823,0.2
5,6,0.06421501,10240,1545,0.03834778070449829,0.00031035756110213696,0.0003,40,-2.8420602343976498,0.3846079409122467,1.251996692083776,0.0017862795,0.007568359375,1.0038409233093262,0.2
6,8,0.049721066,12288,1483,-0.02463078498840332,-0.003338526917650597,0.0003,50,-2.854202576726675,0.6728605031967163,1.8520848914980887,0.0070546647,0.060400390625,1.0133841037750244,0.2
7,9,0.21257474,14336,1474,0.001880943775177002,-0.004305838687287178,0.0003,60,-2.849518117308617,0.6219547986984253,1.349167363718152,0.005434174,0.045654296875,0.9983575940132141,0.2
8,11,-0.018318327,16384,1476,0.08399337530136108,-0.004118226056016283,0.0003,70,-2.8404133401811125,0.33733639121055603,1.0835359157994389,0.007168306,0.0728515625,1.004320502281189,0.2
9,12,0.03847135,18432,1476,-0.0580143928527832,3.339871182106435e-05,0.0003,80,-2.8522551327943804,0.5355597734451294,1.105149377696216,0.004579461,0.051513671875,1.009868860244751,0.2
10,13,0.14855075,20480,1477,0.14978069067001343,-0.0021513807500014082,0.0003,90,-2.8524953812360763,0.8643622994422913,1.4547642197459936,0.00519891,0.06123046875,1.0034587383270264,0.2
11,15,0.13344721,22528,1477,0.07945948839187622,-0.002303360341466032,0.0003,100,-2.8365240938961507,0.5149857401847839,1.1763747279532253,0.005183818,0.056103515625,0.9982178211212158,0.2
12,17,-0.51833797,24576,1417,0.1356797218322754,-0.0006439311124267988,0.0003,110,-2.831626182794571,0.4752877354621887,1.2476088754832744,0.007879447,0.102685546875,0.9958680272102356,0.2
13,18,0.61876845,26624,1414,-0.08901023864746094,-0.0019119917720672674,0.0003,120,-2.8303844675421717,0.8721247315406799,1.1402085094712675,0.0053422935,0.049365234375,0.994801938533783,0.2
14,20,-0.05543875,28672,1413,0.07654088735580444,-0.0013964290235890075,0.0003,130,-2.8297889165580274,1.2729308605194092,2.1535340217873453,0.005294561,0.039990234375,0.9967014789581299,0.2
15,21,0.18484148,30720,1406,0.06876891851425171,-0.004824967597232899,0.0003,140,-2.8329089514911177,0.8930596113204956,1.6371611880138517,0.0062066363,0.0439453125,0.9977111220359802,0.2
16,23,-2.2550027,32768,1404,0.251348078250885,-0.004482790316978935,0.0003,150,-2.8421387009322645,0.8902623653411865,1.9088240740820765,0.007085715,0.05087890625,1.006346344947815,0.2
17,25,-0.29778758,34816,1390,0.17457103729248047,-0.0005298694159137085,0.0003,160,-2.8516411244869233,1.0556986331939697,2.2916351430118085,0.0059970384,0.055810546875,1.0065805912017822,0.2
18,27,0.59522426,36864,1353,0.26537489891052246,-0.003911324511864223,0.0003,170,-2.857283695787191,1.0208286046981812,2.2786890100687742,0.00759804,0.05498046875,1.013142466545105,0.2
19,28,0.20431304,38912,1357,0.3461693525314331,-0.003404234713525511,0.0003,180,-2.864387362450361,2.5494821071624756,3.8505352560430763,0.007318832,0.08095703125,1.0156445503234863,0.2
20,30,0.35602045,40960,1363,0.015858948230743408,0.0025966741392039693,0.0003,190,-2.8661850914359093,0.3928735554218292,0.8015415120869875,0.010549677,0.063525390625,1.0141704082489014,0.2
21,31,-0.92010224,43008,1367,0.5435265302658081,0.00043293643684592096,0.0003,200,-2.865702736377716,0.4019307494163513,1.367717901058495,0.0059025576,0.07509765625,1.0159430503845215,0.2
22,32,-0.11527172,45056,1371,0.4663490653038025,-0.0018764293025014922,0.0003,210,-2.856409699469805,1.4936258792877197,3.548586344346404,0.009007322,0.05361328125,1.0044440031051636,0.2
23,34,-0.009923958,47104,1375,0.4255269765853882,0.0023940025370393415,0.0003,220,-2.844233275949955,1.8978632688522339,6.070582050085068,0.008684543,0.116357421875,1.0039713382720947,0.2
24,36,0.21573777,49152,1359,0.4086775779724121,-0.004793104037526063,0.0003,230,-2.8447780422866344,2.7461249828338623,3.912942025065422,0.00803772,0.09130859375,1.006518006324768,0.2
25,37,-0.120694906,51200,1348,0.6352028846740723,-0.0003458834587945603,0.0003,240,-2.8598917610943317,1.318408489227295,2.5616025265306233,0.0054851333,0.05146484375,1.0148249864578247,0.2
26,39,-0.9702379,53248,1348,0.4235727787017822,0.0011833057113108225,0.0003,250,-2.8676027789711953,3.3565635681152344,5.038383416086435,0.00666763,0.058642578125,1.0186619758605957,0.2
27,40,-2.2301466,55296,1352,0.37587499618530273,-0.0022351009771227836,0.0003,260,-2.873788782954216,4.720492839813232,8.177737502753734,0.0061518042,0.0509765625,1.0171902179718018,0.2
28,42,0.03109342,57344,1355,0.011159121990203857,0.0006793956708861515,0.0003,270,-2.8667816586792467,1.9179704189300537,5.936467080563307,0.0048160073,0.0568359375,1.0147162675857544,0.2
29,43,0.62004447,59392,1358,0.6378450393676758,0.0009509476265520788,0.0003,280,-2.8529538072645666,1.2240954637527466,3.2350239675492047,0.013173196,0.151513671875,1.003455400466919,0.2
30,45,-0.106486596,61440,1362,0.3395964503288269,0.0025575083840521985,0.0003,290,-2.829032922536135,2.1854655742645264,5.176348801329732,0.007580951,0.09423828125,0.9875860214233398,0.2
31,46,1.6552974,63488,1366,0.2617555260658264,0.0016512810834683478,0.0003,300,-2.81286690980196,1.8521523475646973,6.441616140305996,0.0058072745,0.064111328125,0.9918314218521118,0.2
32,47,-1.2791384,65536,1369,0.010846376419067383,-0.001962892034498509,0.0003,310,-2.806237743794918,2.9856343269348145,7.402799641340971,0.004744421,0.06142578125,0.9832558631896973,0.2
33,49,1.3429209,67584,1371,0.3187384605407715,-0.0009256765755708329,0.0003,320,-2.7966981321573257,2.1424167156219482,5.678067643940449,0.009120027,0.063525390625,0.979658842086792,0.2
34,50,0.045158368,69632,1370,0.304474413394928,-0.0041223477179300975,0.0003,330,-2.7851443104445934,2.4242312908172607,10.313954302668572,0.008531915,0.0623046875,0.972453236579895,0.2
35,52,3.9146705,71680,1373,0.2421756386756897,-0.003858454883447848,0.0003,340,-2.772386659681797,5.781630516052246,9.613949039578438,0.004461581,0.045751953125,0.9703773260116577,0.2
36,53,-0.9230375,73728,1375,-0.006627321243286133,-0.0007423938033753075,0.0003,350,-2.776759557425976,2.5530612468719482,5.277965524047613,0.008106962,0.075439453125,0.9733572006225586,0.2
37,54,-0.38430962,75776,1378,0.3191337585449219,-0.000879112404800253,0.0003,360,-2.771156691759825,2.520479917526245,6.344727052375674,0.006455182,0.055859375,0.9686015248298645,0.2
38,56,0.08170506,77824,1381,0.26194483041763306,0.002544059017964173,0.0003,370,-2.7685343846678734,5.996319770812988,8.556834698468446,0.012857819,0.07431640625,0.9654720425605774,0.2
39,57,-1.1518897,79872,1383,0.1996544599533081,-0.004928019030194264,0.0003,380,-2.7622934110462665,4.088615417480469,9.002028250694275,0.0098394845,0.11845703125,0.9670072197914124,0.2
40,59,-0.090150855,81920,1385,0.033435046672821045,0.0037471238785656167,0.0003,390,-2.761518410593271,2.548483371734619,5.47100879997015,0.006283746,0.075732421875,0.9656079411506653,0.2
