train/reward,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/std
-0.000534014,1,3619,0,2048,,,,,,,,,,,
0.0067498367,2,2828,1,4096,-0.00033567715436220167,0.00025,-0.03672785684466362,10,0.0011275178056393998,0.0037454795,-1.4239248842000962,0.015966796875,0.2,5.960464477539063e-08,1.007738709449768
-0.00022510644,3,2646,2,6144,-0.0020694880207884126,0.00025,-0.025593865662813187,20,0.007463581933006935,0.005631844,-1.4232976324856281,0.0427734375,0.2,-1.1920928955078125e-07,1.0025888681411743
0.004310259,4,2556,3,8192,-0.0006199122304678895,0.00025,-0.02727554924786091,30,0.004507665357175483,0.00214817,-1.4131856735795736,0.004541015625,0.2,0.0,0.986005425453186
0.06839548,5,2511,4,10240,-0.0004518908834143076,0.00025,-0.011903751641511917,40,0.0011944320418479037,0.0037491783,-1.4028412260115146,0.006689453125,0.2,0.0,0.9834378361701965
-0.0124904,6,2484,4,12288,-0.003934133863367606,0.00025,-0.013670802116394043,50,0.013080750517838169,0.004465468,-1.4073078706860542,0.054248046875,0.2,0.7133187055587769,0.992536723613739
0.011452292,7,2455,5,14336,-0.0035440593332168647,0.00025,-0.014367470517754555,60,0.01718322396845906,0.006707808,-1.4064354389905929,0.04208984375,0.2,0.7004210948944092,0.9818257093429565
0.15954289,8,2440,6,16384,-0.0005260246151010505,0.00025,0.0031306687742471695,70,0.0329412938473979,0.0034694662,-1.4104260131716728,0.02216796875,0.2,0.5428361892700195,1.0009148120880127
-0.02712838,9,2427,7,18432,0.00082077377155656,0.00025,-0.01883520931005478,80,0.02978372021461837,0.0033688864,-1.4232102598994971,0.02412109375,0.2,0.20230525732040405,1.0073553323745728
-0.01601763,10,2418,8,20480,-0.0028564970940351485,0.00025,-0.03950287774205208,90,0.0173094091922394,0.0039316583,-1.431371333822608,0.036181640625,0.2,0.6121301651000977,1.0192489624023438
-0.00012635135,11,2411,9,22528,-0.0011855786433443427,0.00025,-0.03397205099463463,100,0.029425562114920468,0.003906999,-1.4346285227686166,0.02626953125,0.2,0.6388461589813232,1.013514757156372
-0.056966078,12,2403,10,24576,-0.00012943390902364627,0.00025,-0.017084691673517227,110,0.0377446487051202,0.004949387,-1.429359133169055,0.0419921875,0.2,0.4768613576889038,1.0112613439559937
-0.052474625,13,2399,11,26624,-0.0018837445313693024,0.00025,-0.023259010165929794,120,0.021154109059716576,0.002849883,-1.4319126788526773,0.022021484375,0.2,0.47278404235839844,1.0139654874801636
0.03329358,14,2395,11,28672,-0.0019552685364033094,0.00025,-0.02077319845557213,130,0.02679380608315114,0.0013047196,-1.4269540313631297,0.0103515625,0.2,0.5823181867599487,1.0036078691482544
0.010248374,15,2389,12,30720,-0.0013534506186260841,0.00025,0.00518560316413641,140,0.03367442383896559,0.0033164115,-1.4318480700254441,0.0119140625,0.2,0.44282209873199463,1.0185705423355103
-0.28911707,16,2387,13,32768,0.0014393402729183436,0.00025,-0.023930534720420837,150,0.03412261152989231,0.003016466,-1.4433451823890209,0.01962890625,0.2,0.3342195749282837,1.0315438508987427
0.0015529742,17,2385,14,34816,0.0014758790159248747,0.00025,-0.029251985251903534,160,0.01609295291127637,0.0065825186,-1.4526211939752103,0.04951171875,0.2,0.5578469038009644,1.036109447479248
0.09138292,18,2383,15,36864,0.001185421751870308,0.00025,-0.010825444012880325,170,0.02246727663441561,0.0039206,-1.4478017441928386,0.042431640625,0.2,0.5762996673583984,1.0230745077133179
0.013173729,19,2381,16,38912,0.0011207810181076638,0.00025,0.001652047038078308,180,0.029441264376509936,0.0051005385,-1.4523228421807288,0.0462890625,0.2,0.4962603449821472,1.0421332120895386
0.027315427,20,2380,17,40960,-0.0007989395991899074,0.00025,-0.008098208345472813,190,0.029399602123885416,0.0058796057,-1.4597257189452648,0.0736328125,0.2,0.30329781770706177,1.040236234664917
-0.05378679,21,2378,18,43008,-0.0014621949856518767,0.00025,-0.035413824021816254,200,0.013935087856953032,0.004090319,-1.454721850156784,0.048486328125,0.2,0.5733411312103271,1.0338349342346191
0.010649969,22,2376,18,45056,0.0032314107957063243,0.00025,-0.023369191214442253,210,0.022380028963380028,0.0050568096,-1.4540753979235888,0.038671875,0.2,0.5814088582992554,1.038100242614746
0.0010493536,23,2373,19,47104,3.2311901304638016e-05,0.00025,-0.01547257974743843,220,0.026082667135051453,0.004471791,-1.4575719453394413,0.0427734375,0.2,0.5492180585861206,1.0439438819885254
0.0032372214,24,2372,20,49152,-0.0007276023068698123,0.00025,-0.01859292760491371,230,0.027960379619617014,0.010663558,-1.4569001074880361,0.067724609375,0.2,0.16614949703216553,1.0349658727645874
-0.0018039517,25,2370,21,51200,-0.00047468656121054666,0.00025,-0.013832338154315948,240,0.009794051143398975,0.0029217084,-1.460658199340105,0.029296875,0.2,0.7103499174118042,1.0493202209472656
-0.044578552,26,2369,22,53248,7.024247315712273e-05,0.00025,-0.01659039780497551,250,0.018902611514204182,0.001406752,-1.4692364227026702,0.011376953125,0.2,0.60923171043396,1.0544590950012207
-0.1332571,27,2369,23,55296,0.00036034791119163854,0.00025,-0.005272321403026581,260,0.024804193672025576,0.0034926725,-1.4729157745838166,0.019091796875,0.2,0.5357497334480286,1.0557560920715332
0.04300487,28,2367,24,57344,-0.003260277242225129,0.00025,-0.010397730395197868,270,0.02133077106263954,0.0051334067,-1.4704357486218214,0.04931640625,0.2,0.4141438603401184,1.050549864768982
0.017919334,29,2367,25,59392,-0.0011272610106971114,0.00025,-0.025563500821590424,280,0.011457164316379932,0.0025172895,-1.471823650225997,0.027099609375,0.2,0.6328892707824707,1.0549923181533813
0.0051453793,30,2366,25,61440,-0.001282493691542186,0.00025,-0.027666054666042328,290,0.01919785269710701,0.0037486102,-1.4788733676075936,0.036279296875,0.2,0.5262820720672607,1.0680640935897827
