train/learning_rate,train/entropy_loss,time/iterations,train/std,time/fps,train/reward,time/time_elapsed,train/n_updates,train/policy_loss,train/explained_variance,time/total_timesteps,train/value_loss
0.0007,-3.280850887298584,3800,6.440290451049805,2122,0.0,8,3799,-4.64195545646362e-05,-1.1920928955078125e-07,19000,2.647158325874699e-10
0.0007,-3.342282772064209,3900,6.848201751708984,2123,-0.014727621,9,3899,0.004146692343056202,-1.1920928955078125e-07,19500,2.138611762347864e-06
0.0007,-3.4062275886535645,4000,7.3003363609313965,2124,-0.0023974392,9,3999,3.4436132409609854e-05,0.0,20000,1.3114502539490758e-10
0.0007,-3.4588654041290283,4100,7.696801662445068,2125,0.0,9,4099,0.024986037984490395,0.0,20500,0.00011624353646766394
0.0007,-3.5150864124298096,4200,8.13980484008789,2126,0.0,9,4199,-1.317043188464595e-05,5.960464477539063e-08,21000,1.7586810480141324e-11
0.0007,-3.576279401779175,4300,8.653185844421387,2125,0.0,10,4299,-0.003139003412798047,0.0,21500,6.996932029323943e-07
0.0007,-3.635441303253174,4400,9.180127143859863,2126,0.0,10,4399,0.00478195259347558,-1.1920928955078125e-07,22000,2.5536050998198334e-06
0.0007,-3.692955493927002,4500,9.722853660583496,2125,-0.0024376728,10,4499,0.009063543751835823,5.960464477539063e-08,22500,7.831908988009673e-06
0.0007,-3.7416253089904785,4600,10.20693588256836,2124,0.0,10,4599,0.013061439618468285,5.960464477539063e-08,23000,1.7893118638312444e-05
0.0007,-3.7953948974609375,4700,10.767545700073242,2124,0.0,11,4699,-0.024799030274152756,1.1920928955078125e-07,23500,6.950389797566459e-05
0.0007,-3.8476405143737793,4800,11.350910186767578,2125,0.0046669547,11,4799,-0.004597085993736982,5.960464477539063e-08,24000,2.2682227154291468e-06
0.0007,-3.8956215381622314,4900,11.90365219116211,2126,0.0,11,4899,0.06077684089541435,0.0,24500,0.000348884699633345
0.0007,-3.954376220703125,5000,12.627349853515625,2126,0.0,11,4999,-0.006096177734434605,0.0,25000,3.123102942481637e-06
0.0007,-3.9935169219970703,5100,13.132282257080078,2126,-0.003361292,11,5099,-0.0008568481425754726,0.0,25500,3.5137768463755492e-06
0.0007,-4.034311771392822,5200,13.678763389587402,2127,-0.0011007673,12,5199,-0.001600379473529756,0.0,26000,3.753628334379755e-06
0.0007,-4.082813262939453,5300,14.363890647888184,2127,-0.0015405304,12,5299,0.030555719509720802,0.0,26500,5.591874287347309e-05
0.0007,-4.128856658935547,5400,15.033952713012695,2128,0.0,12,5399,0.017201442271471024,0.0,27000,2.1968919099890627e-05
0.0007,-4.1726555824279785,5500,15.708555221557617,2128,-0.022586351,12,5499,-0.029431020841002464,-1.1920928955078125e-07,27500,6.725073762936518e-05
0.0007,-4.196151256561279,5600,16.079545974731445,2126,-0.00089920853,13,5599,0.007190943695604801,0.0,28000,3.7321497075026855e-06
0.0007,-4.232118129730225,5700,16.677244186401367,2127,0.007563209,13,5699,0.03299849480390549,5.960464477539063e-08,28500,8.905374852474779e-05
0.0007,-4.280886173248291,5800,17.490787506103516,2128,0.0,13,5799,0.09821178019046783,0.0,29000,0.000651518814265728
0.0007,-4.325486660003662,5900,18.300922393798828,2128,-0.007470474,13,5899,-0.030141348019242287,0.0,29500,9.198683255817741e-05
0.0007,-4.372865200042725,6000,19.190095901489258,2129,0.0,14,5999,-0.00415706867352128,0.0,30000,7.127108801796567e-06
0.0007,-4.416057109832764,6100,20.060407638549805,2130,-0.00088022376,14,6099,0.058790963143110275,0.0,30500,0.0001738949358696118
0.0007,-4.474372863769531,6200,21.239906311035156,2129,0.0,14,6199,-0.0005275698495097458,0.0,31000,1.867643391051388e-07
0.0007,-4.523767471313477,6300,22.309959411621094,2130,0.0,14,6299,0.038049258291721344,0.0,31500,0.0003558169992174953
0.0007,-4.560367107391357,6400,23.147552490234375,2131,-0.00033407882,15,6399,0.006420622579753399,0.0,32000,2.4181147182389395e-06
0.0007,-4.596405029296875,6500,23.976333618164062,2132,0.0,15,6499,-0.14205323159694672,-1.1920928955078125e-07,32500,0.0008222432807087898
0.0007,-4.623989105224609,6600,24.67515754699707,2132,0.0,15,6599,0.036039140075445175,2.384185791015625e-07,33000,4.5690598199144006e-05
0.0007,-4.652018070220947,6700,25.377613067626953,2129,-0.001067144,15,6699,0.05446270853281021,0.0,33500,0.0001347750803688541
0.0007,-4.683014869689941,6800,26.15779685974121,2130,-0.0014994717,15,6799,0.03817056864500046,0.0,34000,0.00020601954020094126
0.0007,-4.720416069030762,6900,27.07834243774414,2130,0.025978716,16,6899,-0.4799155592918396,0.0,34500,0.010897005908191204
0.0007,-4.740781784057617,7000,27.713184356689453,2130,0.0,16,6999,-1.1193368434906006,0.0,35000,0.055764757096767426
0.0007,-4.776227951049805,7100,28.720321655273438,2130,-0.01235465,16,7099,-0.016515178605914116,0.0,35500,1.6950147255556658e-05
0.0007,-4.815793037414551,7200,29.877883911132812,2131,0.007956645,16,7199,-0.024603452533483505,1.1920928955078125e-07,36000,4.4754386181011796e-05
0.0007,-4.853099346160889,7300,31.00429344177246,2131,-0.015467444,17,7299,-0.027500921860337257,0.0,36500,8.261730545200408e-05
0.0007,-4.88667631149292,7400,32.07942199707031,2079,0.0,17,7399,-0.1729179322719574,0.0,37000,0.0012784379068762064
0.0007,-4.9215803146362305,7500,33.22148132324219,2046,-0.0024677524,18,7499,-0.014809256419539452,0.0,37500,4.159530362812802e-05
0.0007,-4.932783126831055,7600,33.71873092651367,2044,0.00669772,18,7599,0.3517443537712097,0.0,38000,0.0043261004611849785
0.0007,-4.958705425262451,7700,34.463523864746094,2039,0.0,18,7699,-0.020247524604201317,0.0,38500,5.7422999816481024e-05
0.0007,-4.981714248657227,7800,35.258914947509766,2026,-0.0012512777,19,7799,0.08899986743927002,1.1920928955078125e-07,39000,0.0004889471456408501
0.0007,-5.005727767944336,7900,36.12982177734375,2020,-0.0017577948,19,7899,-0.04458032175898552,-1.1920928955078125e-07,39500,0.00034493024577386677
0.0007,-5.035689353942871,8000,37.22069549560547,2018,-0.0036941108,19,7999,0.10148166120052338,0.0,40000,0.0007272822549566627
0.0007,-5.048295974731445,8100,37.67823028564453,2011,0.08462947,20,8099,0.5721408724784851,-1.1920928955078125e-07,40500,0.01574571058154106
0.0007,-5.070900917053223,8200,38.556312561035156,1991,-0.021289952,20,8199,0.04139650613069534,0.0,41000,0.00014676808496005833
0.0007,-5.109325408935547,8300,39.95669937133789,1987,-0.053264566,20,8299,-0.46302881836891174,0.0,41500,0.007491493131965399
0.0007,-5.125477313995361,8400,40.72932434082031,1984,-0.044567004,21,8399,-0.18839873373508453,-1.1920928955078125e-07,42000,0.0014224312035366893
0.0007,-5.155465602874756,8500,41.94048309326172,1979,0.017889114,21,8499,-0.054014094173908234,0.0,42500,0.00011707514204317704
0.0007,-5.169872760772705,8600,42.56476593017578,1975,0.0,21,8599,-0.056096889078617096,5.960464477539063e-08,43000,0.0002119733253493905
0.0007,-5.197173595428467,8700,43.77949142456055,1973,-0.029396046,22,8699,0.005322933197021484,0.0,43500,0.0023933625780045986
0.0007,-5.225407600402832,8800,45.00659942626953,1971,0.0,22,8799,0.017510825768113136,0.0,44000,5.124029121361673e-05
0.0007,-5.25377082824707,8900,46.30754852294922,1972,-0.40050402,22,8899,0.22080335021018982,0.0,44500,0.023251943290233612
0.0007,-5.262001991271973,9000,46.65443420410156,1973,-0.008813047,22,8999,-0.06928369402885437,0.0,45000,0.0008382428204640746
0.0007,-5.27813196182251,9100,47.44098663330078,1969,0.012154855,23,9099,-0.8654695749282837,0.0,45500,0.03189381584525108
0.0007,-5.297835350036621,9200,48.37420654296875,1970,-0.0014644848,23,9199,0.053518861532211304,0.0,46000,0.0002998794079758227
0.0007,-5.313014507293701,9300,49.151763916015625,1958,0.14141268,23,9299,3.02636456489563,-1.1920928955078125e-07,46500,0.3171306252479553
0.0007,-5.337656021118164,9400,50.3453369140625,1959,-0.012326943,23,9399,-0.2097751796245575,0.0,47000,0.00172408705111593
0.0007,-5.350623607635498,9500,50.98982238769531,1961,0.06786885,24,9499,0.34732598066329956,1.7881393432617188e-07,47500,0.027525335550308228
0.0007,-5.361155033111572,9600,51.513526916503906,1962,-0.010657384,24,9599,0.23662333190441132,0.0,48000,0.004573554266244173
0.0007,-5.3727335929870605,9700,52.28175354003906,1964,0.16763927,24,9699,0.5371031761169434,0.0,48500,0.023165035992860794
0.0007,-5.3777666091918945,9800,52.27595520019531,1965,-0.061397098,24,9799,-0.40771275758743286,1.1920928955078125e-07,49000,0.011869938112795353
0.0007,-5.38925313949585,9900,53.00798416137695,1966,0.015425896,25,9899,-2.204730987548828,5.960464477539063e-08,49500,0.19581717252731323
0.0007,-5.411076545715332,10000,54.17094039916992,1968,-0.00034798935,25,9999,0.2529440224170685,1.1920928955078125e-07,50000,0.010627446696162224
