time/time_elapsed,train/reward,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss
0,-0.026146632,3282,1,2048,,,,,,,,,,,
1,-1.8304703,2909,2,4096,0.006787109375,0.02464907243847847,0.2,0.0929210313828662,0.9989792704582214,10,0.00025,-0.0004896817379631102,0.0032841454,0.011862099170684814,-1.417890077829361
2,-2.0682247,2803,3,6144,0.00673828125,7.249934673309326,0.2,11.961683791875839,1.0003957748413086,20,0.00025,-0.0007907949126092717,0.002793867,5.4717063903808594e-05,-1.418882192671299
2,-0.057984855,2752,4,8192,0.0205078125,1.1880849599838257,0.2,2.528985287249088,0.9961950778961182,30,0.00025,-0.00035258719581179323,0.005426012,0.039173007011413574,-1.4171075642108917
3,-0.00043060226,2724,5,10240,0.014453125,9.230103492736816,0.2,18.83671542406082,0.995394766330719,40,0.00025,-0.0008154330513207242,0.0031486335,0.00029647350311279297,-1.4150676809251308
4,-0.0032077434,2705,6,12288,4.8828125e-05,0.21275755763053894,0.2,0.26931216176599265,0.9943276643753052,50,0.00025,0.0002102281985571608,0.00066474464,1.1920928955078125e-07,-1.4136555097997188
5,0.025180815,2689,7,14336,0.0603515625,-0.011790551245212555,0.2,0.03367934744164813,1.0031683444976807,60,0.00025,-0.003652206051629037,0.0061485097,0.0,-1.4188284620642662
6,1.2955191,2597,8,16384,0.004541015625,0.8612738847732544,0.2,1.4312419258058071,1.0142395496368408,70,0.00025,-7.92512102634646e-05,0.00039205013,0.0,-1.4279905758798122
7,0.7809118,2595,9,18432,0.02861328125,0.5191640257835388,0.2,1.436929902806878,1.0117255449295044,80,0.00025,-0.00209029763500439,0.004558758,0.02824193239212036,-1.4330788239836694
7,1.3141996,2594,10,20480,0.00625,9.491315841674805,0.2,14.609125691652299,1.0066722631454468,90,0.00025,-0.001281155159813352,0.0034086988,0.029594898223876953,-1.4288470834493636
8,-1.1987506,2594,11,22528,0.000927734375,34.48362350463867,0.2,56.531427562236786,1.0067239999771118,100,0.00025,-0.0006810420600231737,0.001327543,-0.011538863182067871,-1.4255433708429337
9,0.05614168,2595,12,24576,0.0009765625,19.229480743408203,0.2,26.76192840337753,1.0070834159851074,110,0.00025,-0.0009195693870424293,0.0011953078,0.0041024088859558105,-1.425739586353302
10,2.859587,2594,13,26624,0.012744140625,18.709949493408203,0.2,58.13048905134201,1.0031306743621826,120,0.00025,-0.0011434337036916986,0.004795175,0.016814231872558594,-1.4245667345821857
11,1.3937346,2595,14,28672,0.0,5.760514259338379,0.2,10.265843334794045,1.0008652210235596,130,0.00025,-0.00015133719425648452,0.0007385624,0.08599740266799927,-1.4211992889642715
11,-6.7779126,2595,15,30720,0.003271484375,23.049543380737305,0.2,51.068594622612,0.998664915561676,140,0.00025,-0.0009094466324313544,0.00097474456,0.05925321578979492,-1.4190585352480412
12,0.15712361,2595,16,32768,0.011669921875,17.551408767700195,0.2,44.772371244430545,0.9981870651245117,150,0.00025,-0.000588603581127245,0.002972645,0.00014269351959228516,-1.4171300515532494
13,0.8274364,2561,17,34816,0.02890625,13.329240798950195,0.2,32.29912533164024,0.996674120426178,160,0.00025,-0.0027988927075057292,0.004131821,0.0455242395401001,-1.4168347612023353
14,6.255503,2553,18,36864,0.00205078125,45.57727813720703,0.2,90.31786086559296,1.000267744064331,170,0.00025,-0.00028377769485814496,0.002047913,0.028914988040924072,-1.41709872931242
15,0.5459419,2549,19,38912,0.03564453125,6.0929388999938965,0.2,13.055745381116868,0.9959813356399536,180,0.00025,-0.004127800589776598,0.004289254,0.010789036750793457,-1.4174764968454838
16,0.96650505,2551,20,40960,0.00595703125,35.17368698120117,0.2,87.48557415008545,1.0023118257522583,190,0.00025,-0.0009000764403026551,0.003227139,0.014824330806732178,-1.4177158161997796
16,-3.197032,2549,21,43008,0.031640625,22.89394187927246,0.2,68.99915373325348,1.003538727760315,200,0.00025,-0.0018347197998082264,0.0025332738,-0.0005358457565307617,-1.4222242578864097
17,-0.37053612,2551,22,45056,0.018701171875,38.6622200012207,0.2,49.87676545381546,1.0049571990966797,210,0.00025,-0.001680517225759104,0.0038237618,0.010775327682495117,-1.4230575896799564
18,0.52835697,2537,23,47104,0.001708984375,56.74352264404297,0.2,114.40639195442199,1.0065728425979614,220,0.00025,-0.00046526127771358007,0.0014335015,0.0034712553024291992,-1.4245409570634364
19,1.0209322,2539,24,49152,0.013330078125,8.336018562316895,0.2,12.950432777404785,1.006648302078247,230,0.00025,-0.0006303292204393074,0.0035104626,0.023952841758728027,-1.4253371097147465
20,7.555541,2541,25,51200,0.018310546875,63.94255828857422,0.2,95.19507083892822,1.0075732469558716,240,0.00025,-0.0009391253959620371,0.0019428271,0.010777413845062256,-1.4264221735298634
