time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/reward,train/entropy_loss,train/n_updates,train/clip_fraction,train/std,train/value_loss,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl
2048,0,3177,1,-0.02218022,,,,,,,,,,,
4096,1,2788,2,-1.2837342,-1.417687253654003,10,0.00673828125,0.9974208474159241,0.24082789830863477,0.0,0.10496978461742401,0.2,-0.000640324703999795,0.00025,0.0044639194
6144,2,2673,3,1.1167669,-1.4169567689299583,20,0.000537109375,0.9994335174560547,11.304651972651481,-0.038471221923828125,3.097724437713623,0.2,-0.0007143879076465965,0.00025,0.00028053368
8192,3,2624,4,0.10217555,-1.4196499325335026,30,0.003662109375,1.002098560333252,32.527513444423676,-0.020547986030578613,11.988283157348633,0.2,-0.0017254905586014501,0.00025,0.0036999495
10240,3,2596,5,0.41365418,-1.4214207999408246,40,0.011572265625,1.002591609954834,16.308474254608154,0.013962388038635254,7.180216312408447,0.2,-0.0012065619783243164,0.00025,0.0045412714
12288,4,2575,6,-0.94311595,-1.4208215810358524,50,0.009912109375,1.0015610456466675,52.55456978082657,0.04413199424743652,18.70672607421875,0.2,-0.0006695244497677777,0.00025,0.0012997
14336,5,2555,7,-1.9124836,-1.4208129726350307,60,0.03955078125,1.0010665655136108,6.31586067378521,0.24769830703735352,2.9496734142303467,0.2,-0.002838448097463697,0.00025,0.0044528786
16384,6,2547,8,-0.013097293,-1.4190689340233802,70,0.030859375,0.9979162216186523,33.32355419397354,0.10076636075973511,24.988773345947266,0.2,-0.0035133649653289467,0.00025,0.0075168535
18432,7,2537,9,-2.8995318,-1.41498811095953,80,0.0291015625,0.9952712655067444,49.93294014930725,0.004445791244506836,17.553991317749023,0.2,-0.0029167654807679354,0.00025,0.0029678678
20480,8,2532,10,0.0869477,-1.417118752002716,90,0.015234375,1.0007178783416748,8.068692460656166,0.17073941230773926,4.007014274597168,0.2,-0.002605124784167856,0.00025,0.0039888145
22528,8,2528,11,-7.105834,-1.4208737522363664,100,0.013671875,1.0024291276931763,51.18214242458343,0.0795031189918518,21.878385543823242,0.2,-0.0006552482343977317,0.00025,0.0052775294
24576,9,2525,12,0.2155299,-1.420525136590004,110,0.029638671875,1.0014568567276,39.484770882129666,-0.006701827049255371,23.014753341674805,0.2,-0.00221275573130697,0.00025,0.004242259
26624,10,2522,13,0.010888934,-1.4258918620646,120,0.01533203125,1.0137077569961548,9.540020117163658,0.4567207098007202,3.3249053955078125,0.2,-0.001296691462630406,0.00025,0.00045693832
28672,11,2517,14,-3.2207334,-1.4297598011791706,130,0.069970703125,1.0074687004089355,14.361442813277245,0.328033447265625,4.8314642906188965,0.2,-0.005120054938015528,0.00025,0.00871391
30720,12,2513,15,0.11480748,-1.4261962279677391,140,0.00615234375,1.00663423538208,6.804102453589439,0.6423231363296509,3.933098554611206,0.2,-0.0007871368230553344,0.00025,0.0018996423
32768,13,2512,16,-0.09411911,-1.4266442775726318,150,0.006591796875,1.0084482431411743,26.53604620695114,0.173007071018219,19.48237419128418,0.2,-0.0012547400678158739,0.00025,0.0014513752
34816,13,2510,17,-0.5847355,-1.4266343362629414,160,0.020654296875,1.0065867900848389,61.037522566318515,0.009513914585113525,20.841367721557617,0.2,-0.0016667816176777705,0.00025,0.005421159
36864,14,2509,18,-0.03779063,-1.4258950755000115,170,0.041357421875,1.0068004131317139,5.378347723186016,0.6034747362136841,3.2980716228485107,0.2,-0.002046915268874727,0.00025,0.0015478074
38912,15,2507,19,-1.8123652,-1.4278050743043422,180,0.008935546875,1.0115643739700317,35.40205625891686,0.21678686141967773,18.859718322753906,0.2,0.00019027583330171182,0.00025,0.0021719257
40960,16,2499,20,0.691901,-1.4341619424521923,190,0.044384765625,1.018307089805603,29.456834238767623,-0.0010499954223632812,12.834068298339844,0.2,-0.0007550835667643696,0.00025,0.0051917867
43008,17,2497,21,0.0072665606,-1.4379659548401833,200,0.026611328125,1.0185229778289795,11.478659000992774,0.5727696418762207,3.912410259246826,0.2,-0.0001096899199183099,0.00025,0.00085105625
45056,18,2497,22,-0.26793802,-1.4403930939733982,210,0.021044921875,1.0230993032455444,37.24834856987,0.2790554165840149,15.993780136108398,0.2,-0.001856465617311187,0.00025,0.0034983584
47104,18,2496,23,2.1473405,-1.444224116951227,220,0.01171875,1.0285308361053467,12.874935537576675,0.09618473052978516,5.148157596588135,0.2,-0.00024045127065619454,0.00025,0.0021309527
49152,19,2496,24,0.11448751,-1.4513757355511188,230,0.01240234375,1.037064552307129,45.75644375085831,0.18233543634414673,17.515098571777344,0.2,-0.0008552573912311345,0.00025,0.0023394688
51200,20,2495,25,1.3620605,-1.4564657650887967,240,0.011328125,1.0378291606903076,60.81685087680817,0.0410228967666626,31.90733528137207,0.2,-0.0005874665133887902,0.00025,0.0029931616
