train/reward,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/std
-0.0021824865,16,2319,14,32768,-0.000718940571823623,0.00025,-0.022439399734139442,150,0.04451816358923679,0.0014153856,-1.449934532865882,0.01484375,0.2,0.20787549018859863,1.026985764503479
-0.022345623,17,2317,15,34816,-0.0023446635736036115,0.00025,0.030543094500899315,160,0.05898781482828781,0.002877817,-1.4446322269737721,0.016650390625,0.2,0.05315506458282471,1.0239131450653076
-0.0011064863,18,2314,15,36864,-0.0020312939974246546,0.00025,-0.024534542113542557,170,0.0062010662855755076,0.0045138085,-1.4499732494354247,0.041650390625,0.2,0.7027240991592407,1.041560411453247
-0.036618643,19,2311,16,38912,-0.005249122489476577,0.00025,0.00624428503215313,180,0.05391542777651921,0.006606459,-1.459815726801753,0.07119140625,0.2,0.33242231607437134,1.041640043258667
0.020406397,20,2309,17,40960,-0.0027877862987224942,0.00025,-0.025725044310092926,190,0.014971462458197493,0.007698616,-1.4647714532911777,0.05478515625,0.2,-0.01166224479675293,1.048874020576477
0.00024331607,21,2307,18,43008,-2.3118237731978297e-05,0.00025,-0.029597802087664604,200,0.007260489320469787,0.0009933441,-1.4660639062523841,0.017333984375,0.2,0.19271701574325562,1.048922061920166
-0.0066168704,22,2305,19,45056,-0.0019412727386225014,0.00025,0.005053799599409103,210,0.05866732684662566,0.004373611,-1.468698964267969,0.026513671875,0.2,-0.042763352394104004,1.0511443614959717
0.03192279,23,2289,20,47104,0.0006927012756932527,0.00025,-0.035197291523218155,220,0.006808011197426822,0.00095890334,-1.4710044421255588,0.014990234375,0.2,0.009032666683197021,1.0543097257614136
0.003405169,24,2287,21,49152,-0.0013018516649026424,0.00025,-0.03822608292102814,230,0.026529799873242155,0.0063821482,-1.4853173084557056,0.03427734375,0.2,0.11827903985977173,1.0860381126403809
0.028084159,25,2281,22,51200,-0.0005700684414478019,0.00025,-0.016673514619469643,240,0.03934678829682525,0.0036399488,-1.5053688786923884,0.027685546875,0.2,0.062169790267944336,1.0917726755142212
0.058282617,26,2280,23,53248,-0.0003824519139016047,0.00025,-0.022251905873417854,250,0.004897426602838095,0.0023377435,-1.5084110375493764,0.017822265625,0.2,0.43214648962020874,1.0918174982070923
0.027381528,27,2278,24,55296,-0.0005375287266360829,0.00025,-0.036833252757787704,260,0.027364207082428038,0.0018588487,-1.5080456465482712,0.008935546875,0.2,0.11416172981262207,1.0928568840026855
0.024307622,28,2277,25,57344,-0.0033710490562953053,0.00025,-0.025323720648884773,270,0.02723063156881835,0.003842419,-1.5120685692876576,0.0447265625,0.2,0.041370272636413574,1.098602294921875
0.014407133,29,2276,26,59392,-1.9661587430164217e-06,0.00025,-0.026616157963871956,280,0.00855933503698907,0.0031316287,-1.5145944394171238,0.013720703125,0.2,0.6226696372032166,1.1009496450424194
0.016602991,30,2275,26,61440,0.000799117755741463,0.00025,-0.006387867033481598,290,0.033644766084034924,0.005671184,-1.5141772277653218,0.02236328125,0.2,0.518958330154419,1.100628137588501
