time/iterations,time/time_elapsed,time/total_timesteps,train/reward,time/fps,train/value_loss,train/std,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/learning_rate
1,0,2048,-0.076024964,3120,,,,,,,,,,,
2,1,4096,-0.2918069,2749,1.3516311604529618,0.9965773224830627,0.003398588,-0.000955045637965668,-1.4172619231045247,0.613562285900116,10,0.2,0.009423828125,0.0,0.00025
3,2,6144,-1.1820575,2521,0.6304138571023941,0.9887092113494873,0.0059786914,-0.002672418314614333,-1.4118240162730218,0.223150372505188,20,0.2,0.041650390625,0.0,0.00025
4,3,8192,-0.07678713,2490,0.4368846122175455,0.9784122109413147,0.00032053818,-7.919571071397513e-05,-1.4027156233787537,0.28133854269981384,30,0.2,0.0,-1.1920928955078125e-07,0.00025
5,4,10240,-4.9763646,2477,3.7968956865370274,0.9796482920646667,0.00063270493,-2.6548831374384464e-05,-1.397837509214878,1.6837230920791626,40,0.2,0.0,0.0,0.00025
6,5,12288,0.0,2450,12.400876969099045,0.9773483276367188,0.0022684368,-0.0010269637088640593,-1.3969530545175075,5.180624961853027,50,0.2,0.01611328125,-0.008089184761047363,0.00025
7,5,14336,0.00021480753,2448,1.8774289475753903,0.9698266386985779,0.009445817,-0.0013610430716653355,-1.3918814212083817,0.3633485436439514,60,0.2,0.06083984375,-0.014145851135253906,0.00025
8,6,16384,0.4983398,2450,0.05121043096878566,0.9673007726669312,0.004155845,-0.00400863069226034,-1.3877843633294105,0.00455048680305481,70,0.2,0.066943359375,0.0,0.00025
9,7,18432,0.10500299,2450,0.03130475817597471,0.9779228568077087,0.0025818595,-0.0018532734946347773,-1.392765361070633,-0.016359589993953705,80,0.2,0.016748046875,0.0,0.00025
10,8,20480,0.66360694,2452,1.0118783682584762,0.9922903180122375,0.0018612029,-0.0008385621622437611,-1.404634317010641,0.40351244807243347,90,0.2,0.003125,0.0,0.00025
11,9,22528,-0.829898,2452,14.080105885863304,0.9943403005599976,0.00014587786,-0.00024204528745030984,-1.4125531926751136,5.7828593254089355,100,0.2,0.0,0.004548430442810059,0.00025
12,10,24576,0.3488205,2450,6.263970053195953,0.986723780632019,0.0050338516,-0.0013852183692506514,-1.4089901335537434,3.4239985942840576,110,0.2,0.01796875,-0.006570935249328613,0.00025
13,10,26624,3.4376419,2449,28.274715960025787,0.9876474142074585,0.00020256554,-0.00011593706149142236,-1.4056398786604405,16.19318389892578,120,0.2,0.0,-0.010167241096496582,0.00025
14,11,28672,1.5555815,2448,14.654843068122863,0.9861823916435242,0.0024341138,-0.0018082841008435935,-1.4059115134179592,7.952613353729248,130,0.2,0.007421875,-0.016482949256896973,0.00025
15,12,30720,-5.824674,2449,64.00577447414398,0.9851686358451843,0.007774446,-0.003944133785262238,-1.4046519055962563,32.8114013671875,140,0.2,0.080810546875,-0.00343167781829834,0.00025
16,13,32768,0.088742785,2449,37.39833106994629,0.9876583814620972,0.0010392542,-0.00026769400865305214,-1.405208419263363,19.712318420410156,150,0.2,0.00107421875,0.007964074611663818,0.00025
17,14,34816,0.019184263,2449,19.903606885671614,1.0023468732833862,0.0018963986,-0.0004665294341975823,-1.413275994360447,8.508099555969238,160,0.2,0.0115234375,-0.001226186752319336,0.00025
18,15,36864,4.48402,2450,33.63334209918976,1.0048913955688477,0.00071210566,-0.00032543309207540007,-1.4233767502009869,20.41573143005371,170,0.2,0.0015625,0.008158266544342041,0.00025
19,15,38912,0.46999475,2450,5.4513700410723684,1.006957769393921,0.0025982286,-0.0014732563533470966,-1.4249690271914006,2.409461498260498,180,0.2,0.008056640625,0.039357006549835205,0.00025
20,16,40960,0.8117923,2451,42.09523167610168,1.0076541900634766,0.0004927576,-0.00047603011844330465,-1.426215298473835,13.199317932128906,190,0.2,0.000830078125,0.02607595920562744,0.00025
21,17,43008,-2.689969,2452,46.69766286611557,1.0091361999511719,0.0012065177,-0.0007347343664150686,-1.427153294533491,15.025289535522461,200,0.2,0.0001953125,-0.031935691833496094,0.00025
22,18,45056,-0.22365107,2453,32.93574783205986,1.0142656564712524,0.0020194792,-0.0011342282348778098,-1.430461771041155,15.069584846496582,210,0.2,0.0033203125,0.0006722211837768555,0.00025
23,19,47104,0.48253667,2435,78.09987626075744,1.014879822731018,0.00080361986,-0.0004257101274561137,-1.4338001295924188,44.69554138183594,220,0.2,9.765625e-05,-0.0018169879913330078,0.00025
24,20,49152,0.8963291,2429,9.242979401350022,1.0177695751190186,0.0030997212,-0.0022157986706588416,-1.4360157608985902,5.179708480834961,230,0.2,0.027001953125,0.05459171533584595,0.00025
25,21,51200,6.7438984,2425,76.14928086996079,1.0187952518463135,0.0031782095,-0.002489119311212562,-1.4368900962173938,41.13644790649414,240,0.2,0.010009765625,0.016024410724639893,0.00025
