time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/std,train/policy_gradient_loss,train/clip_range,train/approx_kl
3332,1,-0.10200524,0,2048,,,,,,,,,,,
2944,2,-0.68071496,1,4096,-1.4125237993896007,0.015966796875,0.00025,10,5.960464477539063e-08,0.6146193146705627,1.4251422505825757,0.9867888689041138,-0.001059313259611372,0.2,0.0030313968
2837,3,-1.2051865,2,6144,-1.407848247885704,0.010595703125,0.00025,20,0.0,2.4052624702453613,3.4566141828894614,0.9911655187606812,-0.0009915881440974773,0.2,0.0043124263
2784,4,-0.16690588,2,8192,-1.4167629808187485,0.004736328125,0.00025,30,-0.03811836242675781,1.2162542343139648,2.1539135154336693,1.0038516521453857,-0.001051936176372692,0.2,0.0018109733
2759,5,-0.90734124,3,10240,-1.4219488032162189,0.0,0.00025,40,-0.03801620006561279,5.332136631011963,10.007461842894553,1.0015701055526733,0.00022894027642905712,0.2,0.00076040707
2740,6,-0.007622391,4,12288,-1.4081264756619931,0.01455078125,0.00025,50,0.0,0.1114489883184433,0.3268488321453333,0.9802249073982239,-0.0018131861987058073,0.2,0.0026381412
2726,7,0.06456605,5,14336,-1.3969783321022988,0.052587890625,0.00025,60,0.0,-0.01512554194778204,0.024274665405391714,0.9787268042564392,-0.0056671790589462034,0.2,0.005953734
2717,8,1.836592,6,16384,-1.3974269822239875,0.003515625,0.00025,70,0.013337850570678711,3.736804962158203,6.11652493327856,0.9776519536972046,-0.0024501013773260637,0.2,0.0016684891
2707,9,0.30479446,6,18432,-1.397352333366871,0.0,0.00025,80,-0.0692284107208252,2.8945326805114746,5.107032214105129,0.9805832505226135,-0.0007426226322422736,0.2,0.00020617509
2702,10,0.79587525,7,20480,-1.400396529585123,0.00966796875,0.00025,90,-0.0023080110549926758,10.426319122314453,24.7765922755003,0.9818288087844849,-0.00016265575832221656,0.2,0.003832757
2695,11,-0.19905469,8,22528,-1.4021468199789524,0.003369140625,0.00025,100,0.0017275810241699219,10.618548393249512,20.953481018543243,0.984541118144989,-0.0003193195298081264,0.2,0.0013873503
2689,12,0.25650266,9,24576,-1.407913601398468,0.0564453125,0.00025,110,-1.1920928955078125e-07,2.6734135150909424,7.212014101445675,0.9926771521568298,-0.002591511963692028,0.2,0.0069417115
2687,13,3.1895072,9,26624,-1.4132020480930805,0.0,0.00025,120,-0.004293680191040039,8.924721717834473,21.48004683256149,0.9957674145698547,-0.000140921377169434,0.2,0.00012162089
2684,14,1.7443478,10,28672,-1.4147154107689857,0.0033203125,0.00025,130,-0.012268662452697754,5.121710777282715,12.220677599310875,0.9950280785560608,-0.0005870793218491599,0.2,0.0012718599
2635,15,-7.6782527,11,30720,-1.4134629040956497,0.028125,0.00025,140,0.004566967487335205,24.975780487060547,60.711868381500246,0.9943854212760925,-0.004723285046202364,0.2,0.002703826
2633,16,0.15602045,12,32768,-1.414361371845007,0.026318359375,0.00025,150,-0.026112794876098633,43.469940185546875,54.582441651821135,0.9958908557891846,-0.0012469843903090804,0.2,0.010768414
2633,17,0.8128454,13,34816,-1.4150481052696704,0.018798828125,0.00025,160,-0.002113819122314453,17.497215270996094,37.004461479187015,0.995155930519104,-0.0007918558083474636,0.2,0.002620733
2631,18,5.871291,14,36864,-1.4136358961462974,0.00673828125,0.00025,170,-0.0035022497177124023,31.071151733398438,88.43510751724243,0.9937055706977844,-0.0015230995762976819,0.2,0.0026725195
2630,19,0.45689335,14,38912,-1.4088626720011235,0.006103515625,0.00025,180,0.0003934502601623535,4.5213470458984375,11.411194095015526,0.9851585626602173,-0.0013771555561106652,0.2,0.0017803066
2630,20,0.77351284,15,40960,-1.405055171996355,0.008447265625,0.00025,190,0.022592246532440186,47.43593215942383,74.51639235019684,0.9877965450286865,0.0004725677892565727,0.2,0.0010146713
2629,21,-2.5081184,16,43008,-1.407742653787136,0.034716796875,0.00025,200,-0.02031385898590088,29.52953338623047,47.22704671621322,0.9894781708717346,-0.0028501887543825434,0.2,0.0049323537
2629,22,-0.28749895,17,45056,-1.408699993789196,0.024072265625,0.00025,210,0.022987723350524902,19.44748306274414,30.930077928304673,0.9900514483451843,-0.0031875863089226185,0.2,0.0027654439
2622,23,0.47705057,17,47104,-1.4081832513213157,0.026953125,0.00025,220,0.00020867586135864258,35.2119026184082,63.8634416103363,0.987109363079071,-0.0022937935646041296,0.2,0.0038076774
2619,24,0.7013622,18,49152,-1.4057293005287648,0.070458984375,0.00025,230,0.05058741569519043,4.396609306335449,9.99956182539463,0.9874182343482971,-0.0007608711370266974,0.2,0.006676982
2619,25,5.216767,19,51200,-1.409133218228817,0.016845703125,0.00025,240,0.04801422357559204,42.46378707885742,68.95392248630523,0.9917715191841125,-0.0006831274513388053,0.2,0.0016188328
