time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/std,train/policy_gradient_loss,train/clip_range,train/approx_kl
3319,1,-0.016035773,0,2048,,,,,,,,,,,
2894,2,-0.03214291,1,4096,-1.4167047940194606,0.026123046875,0.00025,10,0.0,0.12627142667770386,0.3911535032093525,0.9956744909286499,-0.0021676250937161965,0.2,0.0037775766
2804,3,-0.9207764,2,6144,-1.4061531648039818,0.060205078125,0.00025,20,0.0,0.01651570200920105,0.0971995412837714,0.9794489741325378,-0.0044007317395880815,0.2,0.0073338766
2754,4,-0.58846545,2,8192,-1.3944147154688835,0.0236328125,0.00025,30,0.0,0.094473697245121,0.3170233134645969,0.9725003242492676,-0.001206551742507145,0.2,0.0047835135
2726,5,-12.595369,3,10240,-1.3918327569961548,0.007470703125,0.00025,40,-0.0022983551025390625,4.75382137298584,8.990494635701179,0.9737783670425415,-0.0011271485156612471,0.2,0.002515842
2708,6,-0.41128987,4,12288,-1.3929357923567296,0.0,0.00025,50,-0.004788398742675781,27.02757453918457,65.9987681388855,0.9751720428466797,-0.0004253304592566565,0.2,0.0003058816
2694,7,0.37907645,5,14336,-1.3937410779297352,0.00390625,0.00025,60,0.03766155242919922,8.180645942687988,16.33548561632633,0.9751109480857849,-0.0013306659573572687,0.2,0.0017402471
2688,8,3.0298274,6,16384,-1.3931926734745503,0.00068359375,0.00025,70,0.011340677738189697,33.124778747558594,80.43319177627563,0.9738515615463257,-0.0010742347367340699,0.2,0.0020189264
2681,9,0.84892523,6,18432,-1.3924025475978852,0.028125,0.00025,80,0.0059778690338134766,7.016332149505615,18.451012825965883,0.9739547371864319,-0.0020236338139511647,0.2,0.00458666
2677,10,1.4201629,7,20480,-1.3938994809985161,0.009130859375,0.00025,90,0.0359538197517395,32.42607116699219,82.67500722408295,0.9762174487113953,-0.001019494139472954,0.2,0.004293696
2673,11,-1.5855072,8,22528,-1.3945745438337327,0.0,0.00025,100,0.001702725887298584,32.67495346069336,66.95430229902267,0.9755578637123108,-0.0007215721212560311,0.2,0.0007361715
2669,12,0.74446577,9,24576,-1.3926922284066676,0.00859375,0.00025,110,0.03863346576690674,16.403051376342773,37.25696012377739,0.9717878699302673,-0.002311326641938649,0.2,0.00237303
2666,13,3.878084,9,26624,-1.3900138862431048,0.010546875,0.00025,120,0.03528803586959839,58.833553314208984,99.31781110763549,0.9712322354316711,-0.001504418722470291,0.2,0.0030750493
2662,14,1.9640656,10,28672,-1.3893710300326347,0.001806640625,0.00025,130,-0.007605314254760742,10.510619163513184,19.916915166378022,0.9709967374801636,-2.7800945099443196e-05,0.2,0.0017830285
2660,15,-8.722712,11,30720,-1.388039842247963,0.00205078125,0.00025,140,0.035252273082733154,53.7696418762207,94.49716341495514,0.9683468341827393,-0.0008171681940439158,0.2,0.0006832584
2658,16,0.16320488,12,32768,-1.3865598522126674,0.004248046875,0.00025,150,-0.002439737319946289,22.733985900878906,71.35937077999115,0.967543363571167,-0.001212452570325695,0.2,0.0020851914
2657,17,1.4374977,13,34816,-1.3863489918410778,0.005126953125,0.00025,160,0.022457122802734375,24.21867561340332,47.86883461475372,0.9685912132263184,-0.0003427298506721854,0.2,0.0034005933
2656,18,6.715935,13,36864,-1.3858900845050812,0.00068359375,0.00025,170,0.031106293201446533,38.449066162109375,97.45701208114625,0.9661453366279602,-0.0009987491503125057,0.2,0.0011743486
2654,19,0.56536895,14,38912,-1.3836748801171779,0.012060546875,0.00025,180,0.003543376922607422,7.618593692779541,16.27058212161064,0.964796781539917,-0.0008988483226858079,0.2,0.0023596173
2653,20,1.0008372,15,40960,-1.3836046263575554,0.007861328125,0.00025,190,0.037857115268707275,61.63878631591797,106.5030399799347,0.9652249217033386,-0.0013531821488868446,0.2,0.0031497278
2652,21,-3.0908546,16,43008,-1.3860850647091865,0.00498046875,0.00025,200,-0.013046860694885254,34.293575286865234,71.88526706695556,0.9706873297691345,-0.0005336129572242499,0.2,0.0025876672
2651,22,-0.5639311,16,45056,-1.3908811226487159,0.0166015625,0.00025,210,0.04415583610534668,18.814851760864258,50.44216203689575,0.9738914370536804,-0.002346990859950893,0.2,0.0046566026
2650,23,0.5642126,17,47104,-1.3942227333784103,0.025634765625,0.00025,220,0.03191787004470825,55.33626937866211,106.23254039287568,0.9752846956253052,-0.0009291507929447107,0.2,0.004871228
2648,24,1.0023125,18,49152,-1.3941951639950276,0.02861328125,0.00025,230,0.016635775566101074,9.074769973754883,15.29929784834385,0.9760761260986328,-0.002768501090758946,0.2,0.004780128
2647,25,7.413668,19,51200,-1.3962196014821529,0.014013671875,0.00025,240,0.029077231884002686,38.660160064697266,109.83034386634827,0.9778583645820618,-0.0011871528462506832,0.2,0.0023066183
