time/time_elapsed,time/total_timesteps,train/reward,time/iterations,time/fps,train/n_updates,train/clip_range,train/approx_kl,train/std,train/clip_fraction,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/loss
0,2048,-0.006509558,1,3154,,,,,,,,,,,
1,4096,-0.90070635,2,2747,10,0.2,0.003320903,1.0048528909683228,0.009716796875,0.0,-1.422073233127594,0.1603308084886521,-0.0008537276909919456,0.00025,0.06971711665391922
2,6144,1.0944818,3,2647,20,0.2,0.0041041593,1.0075678825378418,0.004345703125,0.02117919921875,-1.4247942335903645,8.973093815147877,-0.0002923740728874691,0.00025,2.9603817462921143
3,8192,0.09360944,4,2602,30,0.2,0.00085172843,1.0063878297805786,0.000390625,-0.03682816028594971,-1.4262294173240662,32.26083323955536,-0.00038778017478762193,0.00025,15.003408432006836
4,10240,0.72181606,5,2450,40,0.2,0.0064455215,1.007003664970398,0.0431640625,0.06154423952102661,-1.4257856234908104,14.451706007122993,-0.003712435651686974,0.00025,6.716497898101807
5,12288,-1.3796574,6,2400,50,0.2,0.0019411278,1.0056583881378174,0.00224609375,0.04486715793609619,-1.425088594853878,52.77786269187927,-0.0010775541682960465,0.00025,29.944658279418945
6,14336,-1.9073875,7,2381,60,0.2,0.0018494276,1.0092318058013916,0.00439453125,0.10609304904937744,-1.4263028845191001,11.95706552863121,-0.0002910369556047954,0.00025,5.314559459686279
6,16384,-0.07918606,8,2389,70,0.2,0.0034742644,1.0114651918411255,0.01123046875,0.08880281448364258,-1.4294827997684478,50.19549888372421,-0.0015069424407556653,0.00025,19.22022247314453
7,18432,-2.9459653,9,2395,80,0.2,0.0020472351,1.012376308441162,0.00205078125,-0.032723069190979004,-1.4308482974767684,63.701868665218356,-0.0005592590678134002,0.00025,36.39958953857422
8,20480,0.09521857,10,2399,90,0.2,0.001303915,1.0085586309432983,0.01708984375,0.07497173547744751,-1.4304870203137399,7.732320421934128,-0.002373556784004904,0.00025,3.190917491912842
9,22528,-8.127072,11,2405,100,0.2,0.0020916618,1.009728193283081,0.0041015625,0.036090970039367676,-1.4275941736996174,54.46645365953445,-0.001082966203102842,0.00025,32.688446044921875
10,24576,0.74586964,12,2412,110,0.2,0.002021358,1.000322937965393,0.0078125,-0.0010422468185424805,-1.424821163713932,52.017579960823056,-0.00045615406561410053,0.00025,24.9930362701416
11,26624,0.46915248,13,2416,120,0.2,0.0015408208,1.0039966106414795,0.011279296875,0.11620742082595825,-1.421407976746559,22.634336334466933,-0.0009471622674027458,0.00025,16.91798973083496
11,28672,-5.319436,14,2418,130,0.2,0.0025999898,1.004866600036621,0.00537109375,0.07121163606643677,-1.4233372166752816,64.02564389705658,-0.0015041120554087684,0.00025,37.98661804199219
12,30720,0.11982647,15,2420,140,0.2,0.003209267,1.0038703680038452,0.014111328125,-0.009900689125061035,-1.4229528710246087,17.50048037171364,-0.0014247118728235365,0.00025,8.651407241821289
13,32768,-0.11827174,16,2423,150,0.2,0.001160691,1.0156886577606201,0.004541015625,0.1156010627746582,-1.427526618540287,62.1916601896286,-0.00014594241802114993,0.00025,22.720436096191406
14,34816,-0.7188668,17,2425,160,0.2,0.0019399766,1.0106842517852783,0.025634765625,-0.007001519203186035,-1.4323476351797582,67.18116617202759,-0.0024143355316482485,0.00025,37.25074768066406
15,36864,-0.05658784,18,2428,170,0.2,0.0017334023,1.0076181888580322,0.025830078125,0.24760836362838745,-1.4284015782177448,9.924948927760123,-0.001327968823898118,0.00025,4.226407527923584
16,38912,-2.2425568,19,2429,180,0.2,0.0027633226,1.0097500085830688,0.009619140625,0.0712662935256958,-1.4278875418007373,63.879767167568204,-0.0018468438443960621,0.00025,21.17912483215332
16,40960,0.88543195,20,2430,190,0.2,0.0046478235,1.0096341371536255,0.026416015625,0.00960242748260498,-1.4289243891835213,49.81247451305389,-0.00328723915736191,0.00025,23.35112190246582
17,43008,0.014473608,21,2411,200,0.2,0.0037381055,1.008986473083496,0.008349609375,0.2424868941307068,-1.4283059269189835,22.307343435287475,-0.001100695781497052,0.00025,11.620676040649414
18,45056,-0.2979439,22,2414,210,0.2,0.0014403965,1.012204647064209,0.00771484375,0.1033589243888855,-1.4300635196268559,66.1156631231308,0.0001385713170748204,0.00025,34.13296127319336
19,47104,2.3614986,23,2416,220,0.2,0.003320531,1.0144511461257935,0.015234375,-0.010406017303466797,-1.4317689917981624,16.699049872159957,-0.0019367649365449324,0.00025,7.176755428314209
20,49152,0.14331877,24,2419,230,0.2,0.0029604288,1.0097728967666626,0.02353515625,0.042323172092437744,-1.4316750168800354,57.09590938091278,-0.0022124230657937006,0.00025,20.783517837524414
21,51200,1.4384257,25,2421,240,0.2,0.004108199,1.0061774253845215,0.042041015625,0.01743370294570923,-1.4270086765289307,70.49134531021119,-0.002669345014146529,0.00025,29.079833984375
