time/iterations,time/time_elapsed,time/total_timesteps,train/reward,time/fps,train/value_loss,train/std,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/learning_rate
1,0,2048,-0.060289934,3058,,,,,,,,,,,
2,1,4096,-1.458676,2655,0.5765995936468243,0.9952228665351868,0.0030611781,-0.0005688420060323551,-1.4169786788523198,0.2810094654560089,10,0.2,0.00556640625,0.0,0.00025
3,2,6144,-2.4071457,2575,20.946667736768724,0.9959330558776855,0.000369924,-9.960437892004847e-05,-1.4143105916678906,13.933923721313477,20,0.2,0.0,-0.006732463836669922,0.00025
4,3,8192,-0.5886187,2532,7.3284692615270615,0.998508095741272,0.002282829,-0.0006907420145580545,-1.4162457339465617,4.038775444030762,30,0.2,0.001416015625,-0.016692519187927246,0.00025
5,4,10240,-11.69762,2479,36.332081294059755,1.0009206533432007,0.0042698546,-0.0010150319547392427,-1.418696393817663,26.37494659423828,40,0.2,0.009228515625,0.017786026000976562,0.00025
6,5,12288,-0.3487144,2443,54.92473764419556,1.0015742778778076,0.003344067,-0.001122195360949263,-1.4203178212046623,24.277156829833984,50,0.2,0.00458984375,-0.0003485679626464844,0.00025
7,5,14336,0.34435093,2425,12.612922058999539,1.0050323009490967,0.0048588235,-0.0019216619053622707,-1.4220638245344162,9.45434856414795,60,0.2,0.018212890625,0.08357846736907959,0.00025
8,6,16384,2.7962456,2424,61.9666344165802,1.002541422843933,0.004065489,-0.0017482962808571755,-1.4231314375996589,51.931495666503906,70,0.2,0.015478515625,0.030277252197265625,0.00025
9,7,18432,0.26683578,2419,16.231592893600464,1.0006383657455444,0.0013181217,-0.0002609721064800397,-1.421208279579878,10.720765113830566,80,0.2,0.002734375,-0.004719257354736328,0.00025
10,8,20480,0.8223022,2423,61.93200877904892,1.0034658908843994,0.0028504962,-0.0018167003043345175,-1.4208709955215455,56.101139068603516,90,0.2,0.02314453125,0.06270706653594971,0.00025
11,9,22528,-1.5022999,2424,24.955003255605696,1.0037330389022827,0.0037592866,-0.0011212827186682262,-1.4226218543946743,10.420923233032227,100,0.2,0.017333984375,0.03417372703552246,0.00025
12,10,24576,0.11269384,2425,19.454440939426423,1.0067105293273926,0.00431489,-0.001998782274313271,-1.4247724518179894,9.340885162353516,110,0.2,0.02685546875,0.06954354047775269,0.00025
13,10,26624,3.0388844,2425,84.78227412700653,1.0052238702774048,0.0031666374,-0.0008332685130881146,-1.4248034365475177,40.82536697387695,120,0.2,0.0025390625,0.02846550941467285,0.00025
14,11,28672,0.71257776,2426,11.221406757831573,0.9901749491691589,0.004010196,-0.0037502984778257087,-1.4179538533091545,6.183778285980225,130,0.2,0.033203125,0.12923377752304077,0.00025
15,12,30720,-4.1213164,2425,47.193547916412356,0.9908268451690674,0.0027226647,-0.0017475360946264118,-1.408436518907547,25.083267211914062,140,0.2,0.021044921875,0.09043848514556885,0.00025
16,13,32768,0.114391245,2425,22.795179921388627,0.9958507418632507,0.005388812,-0.0033962872672418597,-1.4127134293317796,8.690412521362305,150,0.2,0.03525390625,0.026990830898284912,0.00025
17,14,34816,0.7950001,2424,12.29569636285305,0.9904274940490723,0.0025118534,-0.0021555366256507114,-1.412114743888378,9.102694511413574,160,0.2,0.034130859375,0.10390990972518921,0.00025
18,15,36864,5.924629,2424,49.63702213764191,0.9874338507652283,0.00548409,-0.0026490640579140746,-1.4074611470103264,15.569852828979492,170,0.2,0.030712890625,0.0014215707778930664,0.00025
19,16,38912,0.4791446,2424,11.719933897256851,0.9875096082687378,0.002250514,-0.0018017736758338288,-1.4064514443278313,6.013831615447998,180,0.2,0.01572265625,0.01605778932571411,0.00025
20,16,40960,0.8240278,2426,76.10358254909515,0.9808058142662048,0.0025245594,-0.0016059196190326475,-1.4034159272909164,41.8123779296875,190,0.2,0.00615234375,0.04357856512069702,0.00025
21,17,43008,-2.8086238,2426,52.052993619441985,0.9927350878715515,0.001748985,-0.001899252986186184,-1.4037829361855985,14.984907150268555,200,0.2,0.0126953125,-0.014432072639465332,0.00025
22,18,45056,-0.35437948,2426,36.6935209274292,0.986691951751709,0.0026231338,-0.0013224094349425287,-1.4086142271757125,14.647765159606934,210,0.2,0.01162109375,0.02564370632171631,0.00025
23,19,47104,0.5231213,2427,88.85396177768708,0.9924734830856323,0.001627017,-0.0007552700990345329,-1.4076508224010467,52.62845230102539,220,0.2,0.0111328125,0.012949824333190918,0.00025
24,20,49152,0.70239955,2428,12.284708604216576,0.971431314945221,0.005320803,-0.005010299384593964,-1.4009173527359962,5.939355850219727,230,0.2,0.038525390625,0.03325760364532471,0.00025
25,21,51200,6.0278854,2429,83.17714521884918,0.9705665111541748,0.0031409962,-0.0009146753669483587,-1.3893806882202626,20.821826934814453,240,0.2,0.0107421875,0.06256669759750366,0.00025
